Company Name,Form Type,CIK,Date Filed,File Name,Error
Desjardins Trust Inc.,13F-NT,2022283,20240814,edgar/data/2022283/0002022297-24-000011.txt,AUM not found or could not be parsed
"ELLIOTT ASSOCIATES, L.P.",13F-NT,904495,20240814,edgar/data/904495/0001013594-24-000662.txt,AUM not found or could not be parsed
"ECP V, LLC",13F-NT,1965163,20240814,edgar/data/1965163/0001104659-24-089254.txt,AUM not found or could not be parsed
"ENERGY CAPITAL PARTNERS III, LLC",13F-NT,1621292,20240814,edgar/data/1621292/0001104659-24-089242.txt,AUM not found or could not be parsed
Edward Jones Trust Co,13F-NT,1127999,20240814,edgar/data/1127999/0000950123-24-008307.txt,AUM not found or could not be parsed
Dymon Asia Capital (HK) Ltd,13F-NT,1925920,20240814,edgar/data/1925920/0001172661-24-003373.txt,AUM not found or could not be parsed
Eaton Vance Trust Co,13F-NT,2011230,20240814,edgar/data/2011230/0000895421-24-000432.txt,AUM not found or could not be parsed
Ellington Investments Pte. Ltd.,13F-NT,1766188,20240814,edgar/data/1766188/0001104659-24-089231.txt,AUM not found or could not be parsed
"Electron GP, LLC",13F-NT,1598364,20240814,edgar/data/1598364/0002004220-24-000002.txt,AUM not found or could not be parsed
"Electron Infrastructure GP, LLC",13F-NT,1767528,20240814,edgar/data/1767528/0002004220-24-000003.txt,AUM not found or could not be parsed
"Energy Capital Partners GP III, LP",13F-NT,1697506,20240814,edgar/data/1697506/0001104659-24-089258.txt,AUM not found or could not be parsed
Encompass Capital Master Fund LP,13F-NT,1537466,20240814,edgar/data/1537466/0001172661-24-003543.txt,AUM not found or could not be parsed
"Edward D. Jones & Co., L.P.",13F-NT,1512995,20240814,edgar/data/1512995/0000950123-24-008303.txt,AUM not found or could not be parsed
EnTrust Global Partners Offshore LP,13F-NT,1727111,20240814,edgar/data/1727111/0001140361-24-037221.txt,AUM not found or could not be parsed
"Energy Capital Partners GP IV, LP",13F-NT,1844921,20240814,edgar/data/1844921/0001104659-24-089260.txt,AUM not found or could not be parsed
Encompass Capital Energy Transition Master Fund L.P.,13F-NT,1928130,20240814,edgar/data/1928130/0001172661-24-003542.txt,AUM not found or could not be parsed
ETRADE Capital Management LLC,13F-NT,1512581,20240814,edgar/data/1512581/0000895421-24-000423.txt,AUM not found or could not be parsed
"Energy Capital Partners IV, LLC",13F-NT,1845291,20240814,edgar/data/1845291/0001104659-24-089251.txt,AUM not found or could not be parsed
"Engaged Capital Holdings, LLC",13F-NT,1580769,20240814,edgar/data/1580769/0000921895-24-001812.txt,AUM not found or could not be parsed
EATON VANCE MANAGEMENT,13F-NT,1076598,20240814,edgar/data/1076598/0000895421-24-000426.txt,AUM not found or could not be parsed
"EQUITABLE ADVISORS, LLC",13F-NT,33179,20240814,edgar/data/33179/0001532155-24-000115.txt,AUM not found or could not be parsed
"EnerVest Investment Services, L.L.C.",13F-NT,1749921,20240814,edgar/data/1749921/0000950123-24-008595.txt,AUM not found or could not be parsed
Esta Investments Pte. Ltd.,13F-NT,1599334,20240814,edgar/data/1599334/0001104659-24-089235.txt,AUM not found or could not be parsed
Encompass Capital E L Master Fund L.P.,13F-NT,1612850,20240814,edgar/data/1612850/0001172661-24-003538.txt,AUM not found or could not be parsed
"Equitable Investment Management, LLC",13F-NT,1965856,20240814,edgar/data/1965856/0001532155-24-000117.txt,AUM not found or could not be parsed
"Equitable Investment Management Group, LLC",13F-NT,1536185,20240814,edgar/data/1536185/0001532155-24-000116.txt,AUM not found or could not be parsed
Enfield Tennis Academy LLC,13F-NT,2011222,20240814,edgar/data/2011222/0001539497-24-001707.txt,AUM not found or could not be parsed
"ELLIOTT INTERNATIONAL, L.P.",13F-NT,937611,20240814,edgar/data/937611/0001013594-24-000663.txt,AUM not found or could not be parsed
Eaton Vance Advisers International Ltd,13F-NT,1966572,20240814,edgar/data/1966572/0000895421-24-000430.txt,AUM not found or could not be parsed
FIDUCIARY TRUST Co OF CANADA,13F-NT,1689636,20240814,edgar/data/1689636/0000038777-24-000123.txt,AUM not found or could not be parsed
"FIG Buyer GP, LLC",13F-NT,2024046,20240814,edgar/data/2024046/0001085146-24-003891.txt,AUM not found or could not be parsed
Exos TFP Holdings LLC,13F-NT,1877521,20240814,edgar/data/1877521/0001877521-24-000005.txt,AUM not found or could not be parsed
Evans Investments Pte. Ltd.,13F-NT,1666149,20240814,edgar/data/1666149/0001104659-24-089241.txt,AUM not found or could not be parsed
FAIRHOLME FUNDS INC,13F-NT,1096344,20240814,edgar/data/1096344/0000919574-24-004746.txt,AUM not found or could not be parsed
"FIG Parent, LLC",13F-NT,2024041,20240814,edgar/data/2024041/0001085146-24-003893.txt,AUM not found or could not be parsed
FINCO I Intermediate Holdco LLC,13F-NT,2024037,20240814,edgar/data/2024037/0001085146-24-003894.txt,AUM not found or could not be parsed
FIDUCIARY TRUST CO INTERNATIONAL,13F-NT,941407,20240814,edgar/data/941407/0000038777-24-000125.txt,AUM not found or could not be parsed
FRANKLIN ADVISERS INC,13F-NT,898420,20240814,edgar/data/898420/0000038777-24-000133.txt,AUM not found or could not be parsed
FRANKLIN ADVISORY SERVICES LLC,13F-NT,1027814,20240814,edgar/data/1027814/0000038777-24-000134.txt,AUM not found or could not be parsed
FINCO I LLC,13F-NT,2024235,20240814,edgar/data/2024235/0001085146-24-003895.txt,AUM not found or could not be parsed
FIDUCIARY TRUST INTERNATIONAL LLC,13F-NT,1424480,20240814,edgar/data/1424480/0000038777-24-000129.txt,AUM not found or could not be parsed
FRANKLIN MUTUAL ADVISERS LLC,13F-NT,1023875,20240814,edgar/data/1023875/0001023875-24-000028.txt,AUM not found or could not be parsed
FRANKLIN TEMPLETON INVESTMENT MANAGEMENT LTD,13F-NT,1200138,20240814,edgar/data/1200138/0000038777-24-000127.txt,AUM not found or could not be parsed
Feld Peter A,13F-NT,1410600,20240814,edgar/data/1410600/0000921895-24-001824.txt,AUM not found or could not be parsed
FRANKLIN TEMPLETON INVESTMENTS CORP,13F-NT,1132702,20240814,edgar/data/1132702/0000038777-24-000124.txt,AUM not found or could not be parsed
Fiduciary Trust Co International of Pennsylvania,13F-NT,1560808,20240814,edgar/data/1560808/0000038777-24-000132.txt,AUM not found or could not be parsed
FRANKLIN TEMPLETON INVESTMENTS ASIA LTD,13F-NT,1200139,20240814,edgar/data/1200139/0000038777-24-000130.txt,AUM not found or could not be parsed
Fiera Capital (Europe) Ltd.,13F-NT,1351841,20240814,edgar/data/1351841/0000943663-24-000212.txt,AUM not found or could not be parsed
Fiduciary Trust Co of New England,13F-NT,1698221,20240814,edgar/data/1698221/0001140361-24-037294.txt,AUM not found or could not be parsed
First Commonwealth Bank,13F-NT,1362556,20240814,edgar/data/1362556/0001362556-24-000006.txt,AUM not found or could not be parsed
Farallon Capital Europe LLP,13F-NT,1352914,20240814,edgar/data/1352914/0000908834-24-000201.txt,AUM not found or could not be parsed
Flagship Ventures Fund V General Partner LLC,13F-NT,1724575,20240814,edgar/data/1724575/0000950123-24-008729.txt,AUM not found or could not be parsed
Flagship Ventures Fund IV General Partner LLC,13F-NT,1508051,20240814,edgar/data/1508051/0000950123-24-008726.txt,AUM not found or could not be parsed
Fischel Nathan,13F-NT,1389932,20240814,edgar/data/1389932/0001389932-24-000014.txt,AUM not found or could not be parsed
Fiera Capital (UK) Ltd,13F-NT,1928090,20240814,edgar/data/1928090/0000943663-24-000210.txt,AUM not found or could not be parsed
"FRESHFORD PARTNERS, LP",13F-NT,1448009,20240814,edgar/data/1448009/0000919574-24-004626.txt,AUM not found or could not be parsed
Flynn Management LLC,13F-NT,1353362,20240814,edgar/data/1353362/0000950159-24-000251.txt,AUM not found or could not be parsed
Franklin Templeton Australia Ltd,13F-NT,1910379,20240814,edgar/data/1910379/0000038777-24-000126.txt,AUM not found or could not be parsed
"Franklin Templeton Institutional, LLC",13F-NT,1368427,20240814,edgar/data/1368427/0000038777-24-000135.txt,AUM not found or could not be parsed
Foundation Holdco LP,13F-NT,2024043,20240814,edgar/data/2024043/0001085146-24-003900.txt,AUM not found or could not be parsed
"Franklin Managed Options Strategies, LLC",13F-NT,1987159,20240814,edgar/data/1987159/0000038777-24-000122.txt,AUM not found or could not be parsed
Franklin Templeton International Services S.a r.l,13F-NT,1766900,20240814,edgar/data/1766900/0000038777-24-000131.txt,AUM not found or could not be parsed
Fullerton Fund Investments Pte Ltd,13F-NT,1568353,20240814,edgar/data/1568353/0001104659-24-089249.txt,AUM not found or could not be parsed
Fullerton Management Pte Ltd,13F-NT,1379348,20240814,edgar/data/1379348/0001104659-24-089256.txt,AUM not found or could not be parsed
"GCM, L.L.C.",13F-NT,1744289,20240814,edgar/data/1744289/0000921895-24-001802.txt,AUM not found or could not be parsed
GASCON PARTNERS,13F-NT,1315356,20240814,edgar/data/1315356/0001539497-24-001708.txt,AUM not found or could not be parsed
"GL Energy Opportunities Partners II, LLC",13F-NT,1930415,20240814,edgar/data/1930415/0001405086-24-000202.txt,AUM not found or could not be parsed
GEICO CORP,13F-NT,277795,20240814,edgar/data/277795/0000950123-24-008755.txt,AUM not found or could not be parsed
"GLOBAL X MANAGEMENT COMPANY, INC.",13F-NT,1579960,20240814,edgar/data/1579960/0000905148-24-002191.txt,AUM not found or could not be parsed
Fundlogic Sas,13F-NT,1599632,20240814,edgar/data/1599632/0000895421-24-000420.txt,AUM not found or could not be parsed
"Gates Capital Management, L.P.",13F-NT,1630228,20240814,edgar/data/1630228/0001172661-24-003531.txt,AUM not found or could not be parsed
GOLDMAN SACHS INTERNATIONAL,13F-NT,908777,20240814,edgar/data/908777/0000769993-24-000306.txt,AUM not found or could not be parsed
GENERAL RE CORP,13F-NT,317745,20240814,edgar/data/317745/0000950123-24-008758.txt,AUM not found or could not be parsed
"Gen IV Investment Opportunities, LLC",13F-NT,1697367,20240814,edgar/data/1697367/0001172661-24-003545.txt,AUM not found or could not be parsed
Global X Investments Canada Inc.,13F-NT,1573668,20240814,edgar/data/1573668/0000905148-24-002190.txt,AUM not found or could not be parsed
Gorzynski Michael,13F-NT,1812551,20240814,edgar/data/1812551/0000921895-24-001810.txt,AUM not found or could not be parsed
Goldman Sachs Bank Europe SE,13F-NT,1866894,20240814,edgar/data/1866894/0000769993-24-000307.txt,AUM not found or could not be parsed
"Goldman Sachs Trust Company, N.A.",13F-NT,1379383,20240814,edgar/data/1379383/0000769993-24-000308.txt,AUM not found or could not be parsed
Global Media & Entertainment Investments Trust,13F-NT,1900899,20240814,edgar/data/1900899/0000950157-24-001100.txt,AUM not found or could not be parsed
"Greenlight Masters, LLC",13F-NT,1449674,20240814,edgar/data/1449674/0001172661-24-003548.txt,AUM not found or could not be parsed
"Guggenheim Partners Investment Management, LLC",13F-NT,1425852,20240814,edgar/data/1425852/0001425852-24-000006.txt,AUM not found or could not be parsed
Groom Simon,13F-NT,1900825,20240814,edgar/data/1900825/0000950157-24-001099.txt,AUM not found or could not be parsed
Global X Management (AUS) Ltd,13F-NT,1974187,20240814,edgar/data/1974187/0000905148-24-002189.txt,AUM not found or could not be parsed
"Guardian Point, L.P.",13F-NT,1553781,20240814,edgar/data/1553781/0001398344-24-014606.txt,AUM not found or could not be parsed
Gray Adam,13F-NT,1454123,20240814,edgar/data/1454123/0000950123-24-008773.txt,AUM not found or could not be parsed
"H PARTNERS, LP",13F-NT,1364411,20240814,edgar/data/1364411/0000919574-24-004715.txt,AUM not found or could not be parsed
HEITMAN LLC,13F-NT,1372696,20240814,edgar/data/1372696/0001140361-24-037245.txt,AUM not found or could not be parsed
HAMBLIN WATSA INVESTMENT COUNSEL LTD,13F-NT,1275991,20240814,edgar/data/1275991/0001104659-24-089154.txt,AUM not found or could not be parsed
"Grosvenor Capital Management, L.P.",13F-NT,1403169,20240814,edgar/data/1403169/0000921895-24-001801.txt,AUM not found or could not be parsed
"HILLHOUSE INVESTMENT MANAGEMENT, LTD.",13F-NT,1510589,20240814,edgar/data/1510589/0000902664-24-005161.txt,AUM not found or could not be parsed
"H OFFSHORE FUND, LTD.",13F-NT,1439712,20240814,edgar/data/1439712/0000919574-24-004716.txt,AUM not found or could not be parsed
HIGHCREST INVESTORS LLC,13F-NT,928475,20240814,edgar/data/928475/0001539497-24-001710.txt,AUM not found or could not be parsed
Harvest Fund Advisors LLC,13F-NT,1456075,20240814,edgar/data/1456075/0000950123-24-008750.txt,AUM not found or could not be parsed
"HPS Mezzanine Management III, LLC",13F-NT,1837859,20240814,edgar/data/1837859/0000950142-24-002204.txt,AUM not found or could not be parsed
Havelock Fund Investments Pte Ltd,13F-NT,1568352,20240814,edgar/data/1568352/0001104659-24-089259.txt,AUM not found or could not be parsed
"Hellman & Friedman Investors IX, L.P.",13F-NT,1867802,20240814,edgar/data/1867802/0000950123-24-008613.txt,AUM not found or could not be parsed
"Hellman & Friedman Investors X, L.P.",13F-NT,1868392,20240814,edgar/data/1868392/0000950123-24-008614.txt,AUM not found or could not be parsed
Hawk Hill Capital Partners LP,13F-NT,1387292,20240814,edgar/data/1387292/0001387292-24-000014.txt,AUM not found or could not be parsed
HIGH COAST LIMITED PARTNERSHIP,13F-NT,945612,20240814,edgar/data/945612/0001539497-24-001709.txt,AUM not found or could not be parsed
Global X Management CO LLC,13F-NT,1432354,20240814,edgar/data/1432354/0000905148-24-002188.txt,AUM not found or could not be parsed
"Hellman & Friedman Investors VIII, L.P.",13F-NT,1801252,20240814,edgar/data/1801252/0000950123-24-008618.txt,AUM not found or could not be parsed
Hill James W.,13F-NT,1901768,20240814,edgar/data/1901768/0000950157-24-001098.txt,AUM not found or could not be parsed
Hilltop Securities Holdings LLC,13F-NT,878520,20240814,edgar/data/878520/0001104659-24-089664.txt,AUM not found or could not be parsed
HILLTOP SECURITIES INC.,13F-NT,891055,20240814,edgar/data/891055/0001104659-24-089667.txt,AUM not found or could not be parsed
"Hound Partners Variable Beta Master, LP",13F-NT,1827733,20240814,edgar/data/1827733/0001353316-24-000008.txt,AUM not found or could not be parsed
Hudson Bay Capital Management UK LLP,13F-NT,2033916,20240814,edgar/data/2033916/0002033916-24-000003.txt,AUM not found or could not be parsed
"ICONIQ Strategic Partners GP, L.P.",13F-NT,1688390,20240814,edgar/data/1688390/0001011438-24-000447.txt,AUM not found or could not be parsed
ICAHN ENTERPRISES HOLDINGS L.P.,13F-NT,1034563,20240814,edgar/data/1034563/0001539497-24-001712.txt,AUM not found or could not be parsed
ICAHN CAPITAL LP,13F-NT,1412093,20240814,edgar/data/1412093/0001539497-24-001711.txt,AUM not found or could not be parsed
"Hound Partners Offshore Fund, LP",13F-NT,1375836,20240814,edgar/data/1375836/0001353316-24-000007.txt,AUM not found or could not be parsed
Hotham Investments Pte. Ltd.,13F-NT,1810114,20240814,edgar/data/1810114/0001104659-24-089255.txt,AUM not found or could not be parsed
"ICQ BB GP, LLC",13F-NT,1832801,20240814,edgar/data/1832801/0001011438-24-000453.txt,AUM not found or could not be parsed
"ICONIQ Strategic Partners VI GP, L.P.",13F-NT,1864748,20240814,edgar/data/1864748/0001011438-24-000452.txt,AUM not found or could not be parsed
"ICONIQ Strategic Partners II GP, L.P.",13F-NT,1702932,20240814,edgar/data/1702932/0001011438-24-000448.txt,AUM not found or could not be parsed
"ICONIQ Strategic Partners V GP, L.P.",13F-NT,1825883,20240814,edgar/data/1825883/0001011438-24-000451.txt,AUM not found or could not be parsed
"ICQ Management, LLC",13F-NT,1596724,20240814,edgar/data/1596724/0001011438-24-000455.txt,AUM not found or could not be parsed
"ICONIQ Strategic Partners IV GP, L.P.",13F-NT,1785120,20240814,edgar/data/1785120/0001011438-24-000450.txt,AUM not found or could not be parsed
"ICONIQ Capital Group GP, LLC",13F-NT,1889156,20240814,edgar/data/1889156/0001011438-24-000457.txt,AUM not found or could not be parsed
IEP Energy Holding LLC,13F-NT,1830292,20240814,edgar/data/1830292/0001539497-24-001713.txt,AUM not found or could not be parsed
"INDUS PARTNERS, LLC",13F-NT,1350877,20240814,edgar/data/1350877/0000919574-24-004571.txt,AUM not found or could not be parsed
"ICQ Tactical Opportunities TT GP, LLC",13F-NT,1864953,20240814,edgar/data/1864953/0001011438-24-000456.txt,AUM not found or could not be parsed
"INHERENT GROUP GP, LLC",13F-NT,1767929,20240814,edgar/data/1767929/0001405086-24-000207.txt,AUM not found or could not be parsed
ION Tech Ltd,13F-NT,1783644,20240814,edgar/data/1783644/0001178913-24-002616.txt,AUM not found or could not be parsed
Home-Owners Insurance Co,13F-NT,1972909,20240814,edgar/data/1972909/0001972909-24-000001.txt,AUM not found or could not be parsed
"ICQ Opportunities GP, L.P.",13F-NT,1785126,20240814,edgar/data/1785126/0001011438-24-000446.txt,AUM not found or could not be parsed
"ICONIQ Strategic Partners III GP, L.P.",13F-NT,1766963,20240814,edgar/data/1766963/0001011438-24-000449.txt,AUM not found or could not be parsed
